----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr I      |         423.2233   |         423.2263   |           15 | 1.7e+07    | D    |     4.2074797   -      7.136156   | 3d4.4s2                | c 3D  | 2    | 3d5.(2F1).4p           | t 3G* | 3    |   5 - 7   |    |                   T3963 |        L808  |
Cr I      |         423.28503  |         423.285285 |            4 |            |      |     3.01279639  -      5.94106481 | 3d5.(4D).4s            | b 5D  | 2    | 3d5.(4G).4p            | u 5F* | 2    |   5 - 5   |    |                         |      L14866  |
Cr II     |         423.32480  |         423.324783 |           17 |            |      |     3.86441082  -      6.79240603 | 3d4.(a 3F).4s          | a 4F  | 7/2  | 3d4.(5D).4p            | z 4D* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr I      |         423.45156  |         423.45150  |           18 | 2.2e+06    | D    |     3.12159402  -      6.0487130  | 3d4.4s2                | a 3F  | 4    |                        | x 3G* | 5    |   9 - 11  |    |                   T3963 |      L14866  |
Cr I      |         423.478    |         423.4762   |           2w |            |      |     3.83921777  -      6.766166   | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 3    |                        | e 5F  | 4    |   7 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         423.550    |         423.55065  |           1* |            |      |     4.4490806   -      7.3755144  | 3d5.(2H).4s            | b 3H  | 5    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 4    |  11 - 9   |    |                         |        L808  |
Cr I      |         423.550    |         423.55145  |           1* |            |      |     4.4403310   -      7.3667593  | 3d5.(4F).4s            | c 3F  | 3    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         423.59978  |         423.59981  |            5 | 6.6e+06    | D    |     3.00997113  -      5.9360653  | 3d5.(4D).4s            | b 5D  | 0    | 3d5.(4G).4p            | u 5F* | 1    |   1 - 3   |    |                   T3963 |      L14866  |
Cr I      |         423.679    |         423.68110  |           2w |            |      |     3.81713641  -      6.7426692  | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 1    |                        | e 5F  | 2    |   3 - 5   |    |                         |        L808  |
Cr I      |         423.725    |         423.72593  |            2 |            |      |     3.00044213  -      5.9256654  | 3d4.4s2                | a 3H  | 6    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 5    |  13 - 11  |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         423.77019  |         423.77017  |            3 | 4.0e+06    | D    |     3.01114739  -      5.9360653  | 3d5.(4D).4s            | b 5D  | 1    | 3d5.(4G).4p            | u 5F* | 1    |   3 - 3   |    |                   T3963 |      L14866  |
Cr I      |         423.89491  |         423.894915 |           20 | 7.4e+06    | D    |     3.01062750  -      5.93468467 | 3d5.(4D).4s            | b 5D  | 4    | 3d5.(4P).4p            | v 5D* | 4    |   9 - 9   |    |                  T1621n |      L14866  |
Cr I      |         424.033    |         424.03330  |            2 |            |      |     2.91511321  -      5.8382161  | 3d4.4s2                | a 3P  | 1    | 3d4.(3P1).4s.4p.(3P*)  | z 3S* | 1    |   3 - 3   |    |                         |        L808  |
Cr I      |         424.07072  |         424.07072  |          130 |            |      |     2.98256886  -      5.9054138  | 3d4.4s2                | a 3H  | 5    | 3d4.(3H).4s.4p.(3P*)   | z 3I* | 6    |  11 - 13  |    |                         |      L14866  |
Cr II     |         424.236595 |         424.236596 |          110 |            |      |     3.87070385  -      6.79240603 | 3d4.(a 3F).4s          | a 4F  | 9/2  | 3d4.(5D).4p            | z 4D* | 7/2  |  10 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         424.241    |         424.241    |           9: |            |      |     4.1860366   -      7.10771    | 3d5.(2I).4s            | b 1I  | 6    |                        | p 5F* | 5    |  13 - 11  |    |                         |       L9365  |
Cr I      |         424.28306  |         424.282681 |            3 | 1.8e+06    | D    |     3.01329984  -      5.93468467 | 3d5.(4D).4s            | b 5D  | 3    | 3d5.(4P).4p            | v 5D* | 4    |   7 - 9   |    |                   T3963 |      L14866  |
Cr I      |         424.434    |         424.43401  |          3w* |            |      |     4.44641601  -      7.3667593  | 3d5.(4F).4s            | c 3F  | 4    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 3    |   9 - 7   |    |                         |        L808  |
Cr I      |         424.434    |         424.43821  |          3w* |            |      |     3.85669175  -      6.7770061  | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 4    |                        | e 5F  | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         424.478    |         424.4759   |          2w* |            |      |     4.0964340   -      7.016489   | 3d5.(2F1).4s           | b 3F  | 2    | 3d4.(3D).4s.4p.(3P*)   | v 3P* | 2    |   5 - 5   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         424.478    |         424.4765   |          2w* |            |      |     3.89035909  -      6.810410   | 3d5.(4F).4s            | a 5F  | 4    | 3d5.(4G).5p            | v 3H* | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         424.566    |         424.57270  |           2w |            |      |     4.4473699   -      7.3667593  | 3d5.(2H).4s            | b 3H  | 4    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |         424.56975  |         424.56958  |            3 |            |      |    11.65129356  -     14.5707043  | 3d4.(5D).5p            | 4P*   | 5/2  | 3d4.(5D).6d            | 4F    | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr I      |         424.83302  |         424.833043 |            6 | 2.8e+06    | D    |     3.01062750  -      5.92822781 | 3d5.(4D).4s            | b 5D  | 4    | 3d5.(4P).4p            | v 5D* | 3    |   9 - 7   |    |                   T3963 |      L14866  |
Cr I      |         424.849    |         424.8492   |          68: |            |      |     4.0989995   -      7.016489   | 3d5.(2F1).4s           | b 3F  | 3    | 3d4.(3D).4s.4p.(3P*)   | v 3P* | 2    |   7 - 5   |    |                         |       L9365  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         424.86998  |         424.86992  |           12 |            |      |     2.98256886  -      5.8999160  | 3d4.4s2                | a 3H  | 5    | 3d4.(3H).4s.4p.(3P*)   | z 3I* | 5    |  11 - 11  |    |                         |      L14866  |
Cr I      |         424.87437  |         424.87436  |            9 |            |      |     3.11278387  -      6.03010045 | 3d4.4s2                | a 3F  | 3    | 3d4.(3F1).4s.4p.(3P*)  | 3F*   | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         424.968    |         424.96831  |           4w |            |      |     3.82599755  -      6.7426692  | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 2    |                        | e 5F  | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         425.13782  |         425.13799  |            3 |            |      |     2.87187330  -      5.7873809  | 3d4.4s2                | a 3P  | 0    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 1    |   1 - 3   |    |                         |      L14866  |
Cr I      |         425.150    |         425.149097 |            1 |            |      |     3.01279639  -      5.92822781 | 3d5.(4D).4s            | b 5D  | 2    | 3d5.(4P).4p            | v 5D* | 3    |   5 - 7   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         425.22249  |         425.222528 |            9 | 5.1e+06    | D    |     3.01329984  -      5.92822781 | 3d5.(4D).4s            | b 5D  | 3    | 3d5.(4P).4p            | v 5D* | 3    |   7 - 7   |    |                   T3963 |      L14866  |
