------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al I      |         308.21529 |         308.21510 |       24g | 5.87e+07   | B+   |     0.0000000  -      4.0214836 | 3s2.3p                | 2P*     | 1/2 | 3s2.3d                | 2D      | 3/2  |   2 - 4   |    |           c40,T5653 |       L4737  |
Al I      |         308.702   |         308.6989  |         5 |            |      |     5.4762390  -      9.491421  | 3s2.5d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al II     |         308.8516  |         308.8518  |       800 | 1.08e+07   | B    |    13.256460   -     17.269653  | 3s.4p                 | 1P*     | 1   | 3s.6d                 | 1D      | 2    |   3 - 5   |    |               T6533 |       L4575  |
Al I      |         308.982   |         308.9786  |         1 |            |      |     5.4759354  -      9.48748   | 3s2.5d                | 2D      | 3/2 | 3s.3p.(3P*).4d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L3514  |
Al I      |         309.27099 |         309.27084 |       26g | 7.29e+07   | B+   |     0.0138938  -      4.0216501 | 3s2.3p                | 2P*     | 3/2 | 3s2.3d                | 2D      | 5/2  |   4 - 6   |    |           c40,T7070 |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         309.28386 |         309.28369 |       20g | 1.16e+07   | B    |     0.0138938  -      4.0214836 | 3s2.3p                | 2P*     | 3/2 | 3s2.3d                | 2D      | 3/2  |   4 - 4   |    |                 c40 |       L4737  |
Al VII    |                   |         309.60    |           | 5.45e+00   | B+   |     7.7258     -     11.7293    | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 1/2  |   4 - 2   | M1 |       T7370c8,T7010 |              |
Al VII    |                   |         309.60    |           | 2.84e-01   | A    |     7.7258     -     11.7293    | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 1/2  |   4 - 2   | E2 |       T7370c8,T7010 |              |
Al VII    |                   |         310.14    |           | 1.88e-01   | A    |     7.7328     -     11.7293    | 2s2.2p3               | 2D*     | 5/2 | 2s2.2p3               | 2P*     | 1/2  |   6 - 2   | E2 |       T7370c8,T7010 |              |
Al X      |                   |         312.7     |           | 8.18e+06   | B    |   263.923      -    267.886?    | 1s2.2p.3p             | 3P      | 1   | 1s2.2p.3d             | 3D*     | 1    |   3 - 3   |    |          T5633c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         313.5848  |         313.5850  |        75 |            |      |    13.256460   -     17.209081  | 3s.4p                 | 1P*     | 1   | 3s.7s                 | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al VIII   |                   |         316.7     |           | 5.65e+07   | B+   |   221.356?     -    225.271?    | 2s2.2p.4s             | 3P*     | 2   | 2s.2p2.(2S).3d        | 3D      | 3    |   5 - 7   |    |          T5520c4,LS |              |
Al X      |                   |         316.9     |           | 4.73e+06   | B    |   264.137      -    268.049     | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d             | 3D*     | 2    |   5 - 5   |    |          T5633c4,LS |              |
Al VIII   |                   |         317.4     |           | 2.65e+06   | C+   |   225.152?     -    229.057?    | 2s.2p2.(2S).3d        | 3D      | 2   | 2s2.2p.4d             | 3D*     | 3    |   5 - 7   |    |          T5520c4,LS |              |
Al IX     |                   |         317.7     |           | 4.16e+06   | B+   |   209.650?     -    213.552     | 2s.2p.(3P*).3s        | 2P*     | 1/2 | 2s.2p.(3P*).3p        | 2P      | 3/2  |   2 - 4   |    |          T7192c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         318.0111  |         318.0100  |        3d | 1.04e+07   | A    |    22.122926   -     26.020550  | 2p6.5p                | 2P*     | 1/2 | 2p6.8s                | 2S      | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al III    |         318.3824  |         318.3836  |        4d | 2.08e+07   | A    |    22.127499   -     26.020550  | 2p6.5p                | 2P*     | 3/2 | 2p6.8s                | 2S      | 1/2  |   4 - 2   |    |                 c32 |        L277  |
Al II     |         319.1529  |         319.1531  |         2 |            |      |    13.841265   -     17.724930  | 3p2                   | 1S      | 0   | 3s.8p                 | 1P*     | 1    |   1 - 3   |    |                     |       L4575  |
Al I      |         320.339   |         320.3394  |         4 |            |      |     5.6221371  -      9.491421  | 3s2.6d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al IV     |         320.820   |         320.815   |       500 |            |      |   101.84172    -    105.70527   | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    |   3 - 5   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         321.413   |         321.414   |        10 |            |      |   102.37866    -    106.23500   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al V      |                   |         322.5     |           | 6.83e+06   | C    |   136.178?     -    140.022     | 2s.2p5.(3P*).3s       | 2P*     | 1/2 | 2s2.2p4.(3P).5d       | 2D      | 3/2  |   2 - 4   |    |              u20,LS |              |
Al V      |                   |         322.5     |           | 2.39e+06   | D    |   136.178?     -    140.022     | 2s.2p5.(3P*).3s       | 2P*     | 1/2 | 2s2.2p4.(3P).5d       | 2P      | 1/2  |   2 - 2   |    |              u20,LS |              |
Al IV     |         324.1343  |         324.134   |        20 |            |      |   102.63406    -    106.45804   | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   1 - 3   |    |                     |       L2829  |
Al I      |         324.159   |         324.1605  |         3 |            |      |     5.2368176  -      9.06049   | 3s2.4d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L3514  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         324.6143  |         324.612   |       100 |            |      |   102.63969    -    106.45804   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al I      |         325.160   |         325.1607  |         2 |            |      |     5.2363166  -      9.04823   | 3s2.4d                | 2D      | 3/2 | 3s.3p.(3P*).3d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L3514  |
Al IV     |         325.3426  |         325.342   |        15 |            |      |   102.23051    -    106.04030   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al V      |                   |         325.4     |           | 9.38e+05   | D    |   132.100      -    135.909?    | 2s2.2p4.(3P).4d       | 2D      | 3/2 | 2s.2p5.(3P*).3s       | 2P*     | 3/2  |   4 - 4   |    |              u20,LS |              |
Al XII    |                   |         325.76    |           | 2.14e+07   | A+   | [1862.3000]    -  [1866.1050]   | 1s.3s                 | 3S      | 1   | 1s.3p                 | 3P*     | 2    |   3 - 5   |    |         T5231c63,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al VIII   |                   |         326.6     |           | 1.29e+07   | C+   |   221.356?     -    225.152?    | 2s2.2p.4s             | 3P*     | 2   | 2s.2p2.(2S).3d        | 3D      | 2    |   5 - 5   |    |          T5520c4,LS |              |
Al IV     |         326.7213  |         326.718   |       500 |            |      |   101.84172    -    105.63547   | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1    |   3 - 3   |    |                     |       L2829  |
