-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
V I       |        1028.340    |  0.010    |        1028.3282   |  0.0004   |           1500? |            |      |     1.05091907   -      2.25627571  | 3d4.(5D).4s           | a 4D  | 3/2  | 3d3.(4F).4s.4p.(3P*)  | z 6D*    | 5/2  |   4 - 6   |       |             |          L14162  |
V I       |        1028.881    |  0.010    |        1028.8885   |  0.0007   |             370 |            |      |     4.21135065   -      5.4160509†  | 3d3.(4P).4s.4p.(3P*)  | w 4D* | 1/2  | 3d3.4s.(5F).4d        | 4D       | 3/2  |   2 - 4   |       |             |           L4236  |
V I       |        1029.546    |  0.010    |        1029.55277  |  0.00015  |             690 |            |      |     3.05597663   -      4.25989964  | 3d4.(5D).4p           | z 6P* | 3/2  | 3d5                   | c 4D     | 5/2  |   4 - 6   |       |             |           L4236  |
V XI      |                    |           |        1031.1      |  1.0      |                 | 8.18e+00   | C+   |     0.0000       -      1.2022      | 3s2.3p                | 2P*   | 1/2  | 3s2.3p                | 2P*      | 3/2  |   2 - 4   | M1    |       T4907 |                  |
V XI      |                    |           |        1031.1      |  1.0      |                 | 1.1e-03    | D    |     0.0000       -      1.2022      | 3s2.3p                | 2P*   | 1/2  | 3s2.3p                | 2P*      | 3/2  |   2 - 4   | E2    |       T4907 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |        1031.1188   |  0.0004   |                 | 1.6e-02    | C    |     2.5569243    -      3.7590188   | 3d3.(2D2).4s          | b 3D  | 3    | 3d3.(2F).4s           | c 3F     | 4    |   7 - 9   | E2    |       T9770 |                  |
V II      |                    |           |        1031.7819   |  0.0004   |                 | 9.e-03     | D+   |     2.5561913    -      3.7575133   | 3d3.(2D2).4s          | b 3D  | 2    | 3d3.(2F).4s           | c 3F     | 3    |   5 - 7   | E2    |       T9770 |                  |
V I       |                    |           |        1037.37884  |  0.00020  |                 | 3.e-04     | E    |     0.00000000   -      1.19484055  | 3d3.4s2               | a 4F  | 3/2  | 3d3.4s2               | a 4P     | 3/2  |   4 - 4   | M1+E2 |         u38 |                  |
V II      |                    |           |        1038.2287   |  0.0003   |                 | 1.3e-02    | D+   |     1.07126861   -      2.2651312   | 3d3.(4F).4s           | a 3F  | 2    | 3d4                   | a 3D     | 1    |   5 - 3   | M1+E2 |       T9770 |                  |
V II      |                    |           |        1042.9973   |  0.0007   |                 | 1.6e-02    | C    |     3.3277047    -      4.5161089   | 3d4                   | a 1F  | 3    | 3d4                   | c 1G1    | 4    |   7 - 9   | E2    |       T9770 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1044.4021   |  0.0005   |        1044.40420  |  0.00020  |            2200 |            |      |     3.07117201   -      4.25797528  | 3d4.(5D).4p           | z 4P* | 1/2  | 3d5                   | c 4D     | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |        1045.037    |  0.010    |        1045.041    |  0.003    |             300 |            |      |     4.2686238    -      5.454704    | 3d3.(2D2).4s.4p.(3P*) | 4F*   | 3/2  | 3d3.4s.(5F).4d        | 6F       | 5/2  |   4 - 6   |       |             |           L4236  |
V I       |        1045.8491   |  0.0012   |        1045.85156  |  0.00013  |           2200* |            |      |     1.93068626   -      3.11584711  | 3d4.(3P2).4s          | b 4P  | 5/2  | 3d4.(5D).4p           | z 4P*    | 5/2  |   6 - 6   |       |             |          L15916  |
V I       |        1045.8491   |  0.0012   |        1045.8522   |  0.0005   |           2200* |            |      |     4.69095017   -      5.8761103   | 3d4.(3P2).4p          | t 4D* | 3/2  | 47394e                | 4F       | 3/2  |   4 - 4   |       |             |          L15916  |
V I       |        1045.9555   |  0.0004   |        1045.95628  |  0.00020  |            1800 |            |      |     3.07117201   -      4.25621421  | 3d4.(5D).4p           | z 4P* | 1/2  | 3d5                   | c 4D     | 1/2  |   2 - 2   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1046.972    |  0.010    |        1046.9501   |  0.0011   |             160 |            |      |     4.6070770    -      5.7909943   | 3d4.(5D).5s           | e 6D  | 3/2  | 3d3.(2F).4s.4p.(3P*)  | 4D*      | 3/2  |   4 - 4   |       |             |           L4236  |
V I       |                    |           |        1047.4220   |  0.0003   |                 | 2.e-03     | E    |     0.00000000   -      1.18338391  | 3d3.4s2               | a 4F  | 3/2  | 3d3.4s2               | a 4P     | 1/2  |   4 - 2   | E2    |         u38 |                  |
V I       |        1047.94     |  0.02     |        1047.9187   |  0.0007   |           3000h |            |      |     4.07248686   -      5.2553099   | 3d3.(4F).4s.4p.(1P*)  | w 4F* | 5/2  | 3d4.(5D).4d           | f 6D     | 5/2  |   6 - 6   |       |             |          L14162  |
V II      |                    |           |        1051.04002  |  0.00024  |                 | 6.8e-03    | D+   |     1.09627456   -      2.2755849   | 3d3.(4F).4s           | a 3F  | 3    | 3d4                   | a 3D     | 3    |   7 - 7   | M1+E2 |       T9770 |                  |
V I       |                    |           |        1052.21099  |  0.00020  |                 | 6.e-04     | E    |     0.04010046   -      1.21809837  | 3d3.4s2               | a 4F  | 7/2  | 3d3.4s2               | a 4P     | 5/2  |   8 - 6   | E2    |         u38 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1052.330    |  0.010    |        1052.33316  |  0.00014  |         2700bl? |            |      |     1.89331085   -      3.07117201  | 3d4.(3P2).4s          | b 4P  | 3/2  | 3d4.(5D).4p           | z 4P*    | 1/2  |   4 - 2   |       |             |          L14162  |
V I       |                    |           |        1052.3813   |  0.0003   |                 | 1.e-03     | E    |     0.01703332   -      1.19484055  | 3d3.4s2               | a 4F  | 5/2  | 3d3.4s2               | a 4P     | 3/2  |   6 - 4   | E2    |         u38 |                  |
V I       |        1053.1537   |  0.0005   |        1053.15439  |  0.00020  |            2000 |            |      |     2.70799105   -      3.8849337   | 3d3.(4F).4s.4p.(3P*)  | z 4G* | 5/2  | 3d4.(3F1).4s          | 4F       | 3/2  |   6 - 4   |       |             |          L15916  |
V II      |                    |           |        1057.70732  |  0.00017  |                 | 7.6e-03    | D+   |     1.09627456   -      2.26815107  | 3d3.(4F).4s           | a 3F  | 3    | 3d4                   | a 3D     | 2    |   7 - 5   | E2    |       T9770 |                  |
V I       |        1058.6663   |  0.0003   |        1058.66661  |  0.00018  |            4400 |            |      |     3.08908500   -      4.25989964  | 3d4.(5D).4p           | z 4P* | 3/2  | 3d5                   | c 4D     | 5/2  |   4 - 6   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1060.4091   |  0.0005   |        1060.40951  |  0.00014  |            3200 |            |      |     3.08908500   -      4.25797528  | 3d4.(5D).4p           | z 4P* | 3/2  | 3d5                   | c 4D     | 3/2  |   4 - 4   |       |             |          L15916  |
V II      |                    |           |        1060.4401   |  0.0003   |                 | 1.1e-02    | C    |     1.09627456   -      2.2651312   | 3d3.(4F).4s           | a 3F  | 3    | 3d4                   | a 3D     | 1    |   7 - 3   | E2    |       T9770 |                  |
V X       |                    |           |        1061.2      |  1.0      |                 | 4.2e-04    | D    |     0.0000       -      1.1681      | 3s2.3p2               | 3P    | 0    | 3s2.3p2               | 3P       | 2    |   1 - 5   | E2    |    T4830c21 |                  |
V I       |        1061.2402   |  0.0004   |        1061.2403   |  0.0005   |            3600 |            |      |     1.7996004    -      2.96757565  | 3d3.4s2               | 2D2   | 3/2  | 3d3.(4F).4s.4p.(3P*)  | z 2D*    | 5/2  |   4 - 6   |       |             |          L15916  |
V I       |                    |           |        1062.7185   |  0.0003   |                 | 2.e-03     | E    |     0.01703332   -      1.18338391  | 3d3.4s2               | a 4F  | 5/2  | 3d3.4s2               | a 4P     | 1/2  |   6 - 2   | E2    |         u38 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
