---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O III     |                  |        791.461   |       | 3.68e+06    | C+   |   45.452081    -    47.018174   | 2s2.2p.(2P*).4p      | 3D    | 2    | 2s2.2p.(2P*).4d       | 3D*   | 1    |   5 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        792.238   |       | 5.71e+04    | B    |   72.1242      -    73.689      | 2s.2p.(1P*).3d       | 2P*   | 1/2  | 2p2.(3P).3s           | 2P    | 1/2  |   2 - 2   |    |           T5109LS |                |
O IV      |                  |        793.622   |       | 2.84e+04    | B    |   72.1269      -    73.689      | 2s.2p.(1P*).3d       | 2P*   | 3/2  | 2p2.(3P).3s           | 2P    | 1/2  |   4 - 2   |    |           T5109LS |                |
O I       |        794.315   |                  |   100 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        794.717   |                  |   100 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        794.755   |                  |   235 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        795.080   |                  |   210 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        795.216   |                  |   185 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O III     |                  |        796.332   |       | 1.28e+07    | C+   |   45.477728    -    47.034242   | 2s2.2p.(2P*).4p      | 3D    | 3    | 2s2.2p.(2P*).4d       | 3D*   | 3    |   7 - 7   |    |           T5376LS |                |
O I       |        798.194   |        798.1942  |   110 | 2.33e+04    | C    |   10.9887922   -    12.5416738  | 2s2.2p3.(4S*).3p     | 3P    | 1    | 2s2.2p3.(2D*).3s      | 3D*   | 1    |   3 - 3   |    |          T5803,LS |         L3760  |
O I       |                  |        798.2298  |       | 1.80e+03    | C    |   10.9888615   -    12.5416738  | 2s2.2p3.(4S*).3p     | 3P    | 2    | 2s2.2p3.(2D*).3s      | 3D*   | 1    |   5 - 3   |    |          T5803,LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        798.240   |        798.2398  |   135 | 3.09e+04    | C    |   10.9888810   -    12.5416738  | 2s2.2p3.(4S*).3p     | 3P    | 0    | 2s2.2p3.(2D*).3s      | 3D*   | 1    |   1 - 3   |    |          T5803,LS |         L3760  |
O I       |        798.698   |        798.6977  |   190 | 4.19e+04    | C    |   10.9887922   -    12.5406948  | 2s2.2p3.(4S*).3p     | 3P    | 1    | 2s2.2p3.(2D*).3s      | 3D*   | 2    |   3 - 5   |    |          T5803,LS |         L3760  |
O I       |        798.733   |        798.7334  |   135 | 1.41e+04    | C    |   10.9888615   -    12.5406948  | 2s2.2p3.(4S*).3p     | 3P    | 2    | 2s2.2p3.(2D*).3s      | 3D*   | 2    |   5 - 5   |    |          T5803,LS |         L3760  |
O I       |        799.507   |        799.5075  |   250 | 5.63e+04    | C    |   10.9888615   -    12.5391923  | 2s2.2p3.(4S*).3p     | 3P    | 2    | 2s2.2p3.(2D*).3s      | 3D*   | 3    |   5 - 7   |    |          T5803,LS |         L3760  |
O III     |                  |        800.394   |       | 2.22e+06    | C+   |   45.477728    -    47.026342   | 2s2.2p.(2P*).4p      | 3D    | 3    | 2s2.2p.(2P*).4d       | 3D*   | 2    |   7 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        801.3157  |        801.3160  |     8 | 2.81e+06    | C    |   29.820351    -    31.367182   | 2s2.2p2.(3P).4s      | 2P    | 3/2  | 2s2.2p2.(1S).3p       | 2P*   | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        801.712   |       | 1.12e+06    | C    |   29.820351    -    31.366419   | 2s2.2p2.(3P).4s      | 2P    | 3/2  | 2s2.2p2.(1S).3p       | 2P*   | 1/2  |   4 - 2   |    |           T5723LS |         L7243  |
O III     |                  |        817.215   |       | 4.25e+07    | B    |   44.469276    -    45.986014   | 2s2.2p.(2P*).4s      | 1P*   | 1    | 2s2.2p.(2P*).4p       | 1D    | 2    |   3 - 5   |    |             T5376 |                |
O I       |                  |        822.1798  |       | 5.08e+06    | C+   |   12.5391923   -    14.0467715  | 2s2.2p3.(2D*).3s     | 3D*   | 3    | 2s2.2p3.(2D*).3p      | 3D    | 2    |   7 - 5   |    |           T5713LS |                |
O I       |        822.182   |        822.1824  |   400 | 2.89e+07    | C+   |   12.5391923   -    14.0467668  | 2s2.2p3.(2D*).3s     | 3D*   | 3    | 2s2.2p3.(2D*).3p      | 3D    | 3    |   7 - 7   |    |           T5713LS |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        822.765   |        822.7653  |   265 | 8.13e+06    | C+   |   12.5406948   -    14.0472013  | 2s2.2p3.(2D*).3s     | 3D*   | 2    | 2s2.2p3.(2D*).3p      | 3D    | 1    |   5 - 3   |    |           T5713LS |         L3760  |
O II      |                  |        822.927   |       | 7.79e+05    | C    |   30.477386    -    31.983597   | 2s2.2p2.(3P).4p      | 4D*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 5/2  |   4 - 6   |    |           T5723LS |         L7243  |
O I       |                  |        823.0001  |       | 2.26e+07    | C+   |   12.5406948   -    14.0467715  | 2s2.2p3.(2D*).3s     | 3D*   | 2    | 2s2.2p3.(2D*).3p      | 3D    | 2    |   5 - 5   |    |           T5713LS |                |
O I       |        823.002   |        823.0026  |   265 | 3.62e+06    | C+   |   12.5406948   -    14.0467668  | 2s2.2p3.(2D*).3s     | 3D*   | 2    | 2s2.2p3.(2D*).3p      | 3D    | 3    |   5 - 7   |    |           T5713LS |         L3760  |
O I       |        823.300   |        823.3003  |   325 | 2.43e+07    | C+   |   12.5416738   -    14.0472013  | 2s2.2p3.(2D*).3s     | 3D*   | 1    | 2s2.2p3.(2D*).3p      | 3D    | 1    |   3 - 3   |    |           T5713LS |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        823.535   |        823.5354  |   120 | 4.86e+06    | C+   |   12.5416738   -    14.0467715  | 2s2.2p3.(2D*).3s     | 3D*   | 1    | 2s2.2p3.(2D*).3p      | 3D    | 2    |   3 - 5   |    |           T5713LS |         L3760  |
O VII     |                  |        824.1758  |       | 3.864e+06   | AA   |  664.11143     -   665.61536    | 1s.3s                | 1S    | 0    | 1s.3p                 | 1P*   | 1    |   1 - 3   |    |             T5997 |                |
O II      |                  |        828.830   |       | 6.86e+06    | C    |   30.4881139   -    31.983597   | 2s2.2p2.(3P).4p      | 4D*   | 5/2  | 2s2.2p2.(3P).5s       | 4P    | 5/2  |   6 - 6   |    |           T5723LS |         L7243  |
O II      |                  |        830.919   |       | 1.89e+06    | C    |   30.471394    -    31.963117   | 2s2.2p2.(3P).4p      | 4D*   | 1/2  | 2s2.2p2.(3P).5s       | 4P    | 3/2  |   2 - 4   |    |           T5723LS |         L7243  |
O II      |                  |        834.270   |       | 1.20e+07    | C    |   30.477386    -    31.963117   | 2s2.2p2.(3P).4p      | 4D*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 3/2  |   4 - 4   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        835.886   |       | 3.93e+07    | B    |   45.344339    -    46.827198   | 2s2.2p.(2P*).4p      | 1P    | 1    | 2s2.2p.(2P*).4d       | 1D*   | 2    |   3 - 5   |    |             T5376 |                |
O III     |                  |        836.821   |       | 5.21e+04    | D    |   45.438776    -    46.919980   | 2s2.2p.(2P*).4p      | 3D    | 1    | 2s.2p2.(4P).3p        | 3P*   | 0    |   3 - 1   |    |           T5376LS |                |
O II      |        837.5841  |        837.5844  |     8 | 2.96e+07    | C    |   30.5037447   -    31.983597   | 2s2.2p2.(3P).4p      | 4D*   | 7/2  | 2s2.2p2.(3P).5s       | 4P    | 5/2  |   8 - 6   |    |           T5723LS |        L10621  |
O III     |                  |        838.036   |       | 1.30e+04    | D    |   45.438776    -    46.917832   | 2s2.2p.(2P*).4p      | 3D    | 1    | 2s.2p2.(4P).3p        | 3P*   | 1    |   3 - 3   |    |           T5376LS |                |
O II      |                  |        838.177   |       | 1.84e+07    | C    |   30.471394    -    31.950199   | 2s2.2p2.(3P).4p      | 4D*   | 1/2  | 2s2.2p2.(3P).5s       | 4P    | 1/2  |   2 - 2   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        838.891   |       | 5.17e+02    | D    |   45.438776    -    46.916325   | 2s2.2p.(2P*).4p      | 3D    | 1    | 2s.2p2.(4P).3p        | 3P*   | 2    |   3 - 5   |    |           T5376LS |                |
O II      |        840.3370  |        840.3379  |     7 | 2.30e+07    | C    |   30.4881139   -    31.963117   | 2s2.2p2.(3P).4p      | 4D*   | 5/2  | 2s2.2p2.(3P).5s       | 4P    | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        841.588   |       | 1.82e+07    | C    |   30.477386    -    31.950199   | 2s2.2p2.(3P).4p      | 4D*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 1/2  |   4 - 2   |    |           T5723LS |         L7243  |
O I       |        842.616   |                  |   120 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        844.625   |        844.6247  |   810 | 3.22e+07    | B    |    9.5213637   -    10.9888810  | 2s2.2p3.(4S*).3s     | 3S*   | 1    | 2s2.2p3.(4S*).3p      | 3P    | 0    |   3 - 1   |    |          T5803,LS |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        844.636   |        844.6359  |  1000 | 3.22e+07    | B    |    9.5213637   -    10.9888615  | 2s2.2p3.(4S*).3s     | 3S*   | 1    | 2s2.2p3.(4S*).3p      | 3P    | 2    |   3 - 5   |    |          T5803,LS |         L3760  |
O I       |        844.676   |        844.6758  |   935 | 3.22e+07    | B    |    9.5213637   -    10.9887922  | 2s2.2p3.(4S*).3s     | 3S*   | 1    | 2s2.2p3.(4S*).3p      | 3P    | 1    |   3 - 3   |    |          T5803,LS |         L3760  |
