--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N I       |                 |        662.6990 |       | 2.20e+05    | D+   |   11.7500915  -    13.6204725 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 | 2s2.2p2.(3P).5s      | 4P   | 3/2 |   2 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        662.979  |       | 2.69e+07    | C+   |   23.196373   -    25.065963  | 2s2.2p.3d            | 1D*  | 2   | 2s2.2p.4p            | 1P   | 1   |   5 - 3   |    |    T5520,T6385 |         |
N V       |                 |        663.092  |       | 8.54e+06    | B    |  [92.53015]   -   [94.39942]  | 1s2.8p               | 2P*  | 1/2 | 1s2.10s              | 2S   | 1/2 |   2 - 2   |    |        T3225LS |         |
N V       |                 |        663.264  |       | 1.71e+07    | B    |  [92.53063]   -   [94.39942]  | 1s2.8p               | 2P*  | 3/2 | 1s2.10s              | 2S   | 1/2 |   4 - 2   |    |        T3225LS |         |
N II      |                 |        663.479  |       | 8.80e+06    | D    |   24.389122   -    26.257305  | 2s2.2p.4s            | 3P*  | 2   | 2s.2p2.(4P).3s       | 3P   | 1   |   5 - 3   |    |         T6385n |         |
N I       |        663.694  |        663.6938 |   185 | 1.40e+06    | D+   |   11.7528948  -    13.6204725 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).5s      | 4P   | 3/2 |   4 - 4   |    |         u18,LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |        664.496  |        664.4962 |   235 | 3.49e+06    | D+   |   11.7638463  -    13.6291688 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).5s      | 4P   | 5/2 |   8 - 6   |    |         u18,LS |  L3513  |
N I       |        664.650  |        664.6503 |   185 | 2.18e+06    | D+   |   11.7500915  -    13.6149816 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 | 2s2.2p2.(3P).5s      | 4P   | 1/2 |   2 - 2   |    |         u18,LS |  L3513  |
N I       |                 |        664.8256 |       | 1.37e+05    | D+   |   12.1219573  -    13.9863557 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).5d      | 2P   | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |        665.1147 |       | 3.42e+04    | D+   |   12.1219573  -    13.9855453 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).5d      | 2P   | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |        665.346  |        665.3458 |   235 | 2.74e+06    | D+   |   11.7575318  -    13.6204725 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).5s      | 4P   | 3/2 |   6 - 4   |    |         u18,LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |        665.651  |        665.6509 |   210 | 2.17e+06    | D+   |   11.7528948  -    13.6149816 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).5s      | 4P   | 1/2 |   4 - 2   |    |         u18,LS |  L3513  |
N I       |                 |        666.4059 |       | 6.79e+04    | D+   |   12.1263786  -    13.9863557 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).5d      | 2P   | 1/2 |   4 - 2   |    |         u18,LS |         |
N I       |                 |        666.6964 |       | 1.70e+05    | D+   |   12.1263786  -    13.9855453 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).5d      | 2P   | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |        670.0494 |       | 1.50e+06    | C    |   11.8374297  -    13.6872929 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |        670.4839 |       | 2.99e+06    | C    |   11.8374297  -    13.6860942 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 | 2s2.2p2.(3P).4d      | 4D   | 1/2 |   2 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        670.6107 |       | 2.51e+06    | C    |   11.8397085  -    13.6880235 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |        670.8759 |       | 1.91e+06    | C    |   11.8397085  -    13.6872929 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |        671.3114 |       | 5.96e+05    | C    |   11.8397085  -    13.6860942 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 1/2 |   4 - 2   |    |         u18,LS |         |
N V       |                 |        671.654  |       | 1.63e+07    | B    |   90.68519    -   [92.53063]  | 1s2.7s               | 2S   | 1/2 | 1s2.8p               | 2P*  | 3/2 |   2 - 4   |    |        T3127LS |         |
N V       |                 |        671.830  |       | 1.63e+07    | B    |   90.68519    -   [92.53015]  | 1s2.7s               | 2S   | 1/2 | 1s2.8p               | 2P*  | 1/2 |   2 - 2   |    |        T3127LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        672.0967 |       | 1.95e+05    | D+   |   11.8374297  -    13.6816579 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 | 2s2.2p2.(3P).4d      | 4P   | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |        672.262  |        672.2610 |   185 | 3.56e+06    | C    |   11.8444769  -    13.6882546 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 7/2 |   6 - 8   |    |         u18,LS |  L3513  |
N I       |                 |        672.3453 |       | 1.07e+06    | C    |   11.8444769  -    13.6880235 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 5/2 |   6 - 6   |    |         u18,LS |         |
N I       |                 |        672.6118 |       | 1.78e+05    | C    |   11.8444769  -    13.6872929 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   6 - 4   |    |         u18,LS |         |
N I       |                 |        672.9283 |       | 9.73e+05    | D+   |   11.8397085  -    13.6816579 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4P   | 1/2 |   4 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        673.3322 |       | 4.85e+05    | D+   |   11.8374297  -    13.6782740 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 | 2s2.2p2.(3P).4d      | 4P   | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |        674.1668 |       | 1.55e+05    | D+   |   11.8397085  -    13.6782740 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4P   | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |        675.2025 |       | 3.47e+05    | D+   |   11.8397085  -    13.6754537 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).4d      | 4P   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |        675.9198 |       | 5.18e+05    | D+   |   11.8444769  -    13.6782740 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 | 2s2.2p2.(3P).4d      | 4P   | 3/2 |   6 - 4   |    |         u18,LS |         |
N III     |                 |        676.133  |       | 6.90e+04    | B    |   42.12296    -    43.95618   | 2s.2p.(3P*).3d       | 2F*  | 5/2 | 2s2.6d               | 2D   | 3/2 |   6 - 4   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        676.133  |       | 3.28e+03    | C+   |   42.12296    -    43.95618   | 2s.2p.(3P*).3d       | 2F*  | 5/2 | 2s2.6d               | 2D   | 5/2 |   6 - 6   |    |        T7192LS |         |
N I       |                 |        676.9610 |       | 8.02e+05    | D+   |   11.8444769  -    13.6754537 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 | 2s2.2p2.(3P).4d      | 4P   | 5/2 |   6 - 6   |    |         u18,LS |         |
N II      |                 |        678.558  |       | 9.41e+04    | D    |   23.239295   -    25.065963  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 1P   | 1   |   3 - 3   |    |          T6385 |         |
N II      |                 |        679.665  |       | 8.37e+04    | D    |   23.242271   -    25.065963  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 1P   | 1   |   5 - 3   |    |          T6385 |         |
N II      |                 |        680.217  |       | 1.43e+03    | D    |   21.599539   -    23.421752  | 2s2.2p.3p            | 1D   | 2   | 2s2.2p.3d            | 3P*  | 1   |   5 - 3   |    |          T7333 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        680.998  |       | 2.31e+07    | B    |   23.415329   -    25.235453  | 2s2.2p.3d            | 3P*  | 2   | 2s2.2p.4p            | 3S   | 1   |   5 - 3   |    |         T6385n |         |
N III     |                 |        681.243  |       | 6.42e+04    | B    |   42.13671    -    43.95618   | 2s.2p.(3P*).3d       | 2F*  | 7/2 | 2s2.6d               | 2D   | 5/2 |   8 - 6   |    |        T7192LS |         |
N II      |                 |        682.623  |       | 2.49e+04    | C+   |   21.599539   -    23.415329  | 2s2.2p.3p            | 1D   | 2   | 2s2.2p.3d            | 3P*  | 2   |   5 - 5   |    |          T7333 |         |
N II      |                 |        683.409  |       | 1.63e+07    | B    |   23.421752   -    25.235453  | 2s2.2p.3d            | 3P*  | 1   | 2s2.2p.4p            | 3S   | 1   |   3 - 3   |    |         T6385n |         |
N II      |                 |        684.723  |       | 5.89e+06    | B    |   23.425232   -    25.235453  | 2s2.2p.3d            | 3P*  | 0   | 2s2.2p.4p            | 3S   | 1   |   1 - 3   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        685.703  |       | 2.53e+07    | C+   |   28.496399   -    30.304034  | 2s.2p2.(4P).3p       | 5S*  | 2   | 2s.2p2.(4P).3d       | 5P   | 1   |   5 - 3   |    |        T5520LS |         |
N II      |                 |        686.958  |       | 2.51e+07    | C+   |   28.496399   -    30.300731  | 2s.2p2.(4P).3p       | 5S*  | 2   | 2s.2p2.(4P).3d       | 5P   | 2   |   5 - 5   |    |        T5520LS |         |
N I       |                 |        688.431  |       | 2.90e+02    | C    |   10.3259086  -    12.1263786 | 2s2.2p2.(3P).3s      | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 |   2 - 4   |    |          T7370 |         |
N II      |                 |        688.783  |       | 2.49e+07    | C+   |   28.496399   -    30.295949  | 2s.2p2.(4P).3p       | 5S*  | 2   | 2s.2p2.(4P).3d       | 5P   | 3   |   5 - 7   |    |        T5520LS |         |
N I       |                 |        690.036  |       | 1.27e+03    | C    |   10.3300943  -    12.1263786 | 2s2.2p2.(3P).3s      | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 |   4 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        690.126  |       | 8.1e+01     | D    |   10.3259086  -    12.1219573 | 2s2.2p2.(3P).3s      | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |        691.738  |       | 8.7e+01     | C    |   10.3300943  -    12.1219573 | 2s2.2p2.(3P).3s      | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |        692.271  |       | 7.0e+02     | C    |   10.3358955  -    12.1263786 | 2s2.2p2.(3P).3s      | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 |   6 - 4   |    |          T7370 |         |
N I       |                 |        692.6670 |       | 7.75e+05    | B    |   11.8397085  -    13.6291688 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 | 2s2.2p2.(3P).5s      | 4P   | 5/2 |   4 - 6   |    |         T6340n |         |
N II      |                 |        694.175  |       | 2.81e+06    | B    |   23.415329   -    25.200901  | 2s2.2p.3d            | 3P*  | 2   | 2s2.2p.4p            | 3P   | 2   |   5 - 5   |    |         T6385n |         |
