-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag I      |          662.117      |   0.010     |          662.121      |  0.088      |      20 |              |      |      8.303507      -      10.17552      | 4d9.5s.(3D).5p       | 2D*     | 5/2 | 4d9.5s.(3D).6s       | 2D       | 5/2     |   6 - 6   |    |          |         L2489  |
Ag II     |          669.7223     |   0.0013    |          669.72424    |  0.00009    |      81 |              |      |     11.20009665    -      13.05085806   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d8.5s2              | 3P       | 2       |   3 - 5   |    |          |    L17886c114  |
Ag II     |          671.736      |   0.018     |          671.7800     |  0.0004     |     130 |              |      |     14.94426250    -      16.7893603    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   7 - 5   |    |          |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          689.37       |   0.14      |          689.2692     |  0.0004     |    69bl |              |      |     14.99107881    -      16.7893603    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   5 - 5   |    |          |      L647c114  |
Ag II     |          693.9988     |   0.0010    |          693.9987     |  0.0003     |      68 |              |      |     10.56354748    -      12.3495739    | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d8.5s2              | 3F       | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          699.891      |   0.020     |          699.906      |  0.004      |     200 |              |      |     16.7129663     -      18.483919     | 4d8.(3F).5s.5p.(3P*) | 5D*     | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   3 - 3   |    |          |      L647c114  |
Ag II     |          719.85       |   0.16      |          719.84980    |  0.00021    |     77d |              |      |     14.99107881    -      16.7129663    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 1       |   5 - 3   |    |          |      L647c114  |
Ag II     |          723.9376     |   0.0016    |          723.9381     |  0.0004     |     250 |              |      |     14.94426250    -      16.6564259    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 3       |   7 - 7   |    |          |    L17886c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          735.996      |   0.010     |          736.00190    |  0.00011    |      20 |              |      |      4.304015538   -       5.98811517   | 4d9.5s2              | 2D      | 3/2 | 4d10.6p              | 2P*      | 1/2     |   4 - 2   |    |          |         L3326  |
Ag II     |          743.95       |   0.17      |          744.2896     |  0.0004     |      44 |              |      |     14.99107881    -      16.6564259    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 3       |   5 - 7   |    |          |      L647c114  |
Ag I      |          768.7772     |   0.0010    |          768.77726    |  0.00006    |     500 |              |      |      3.663988150   -       5.27628977   | 4d10.5p              | 2P*     | 1/2 | 4d10.6s              | 2S       | 1/2     |   2 - 2   |    |          |        L11755  |
Ag II     |          793.02       |   0.03      |          793.019      |  0.004      |    1800 | 3.2e+07      | C    |     16.3680948     -      17.931111     | 4d9.(2D<5/2>).6p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |      L647c114  |
Ag II     |          795.73       |   0.03      |          795.708      |  0.005      |     420 | 3.7e+07      | C    |     16.9261858     -      18.483919     | 4d9.(2D<3/2>).6p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          800.51863    |   0.00019   |          800.51861    |  0.00015    |    2600 | 3.8e+07      | C    |     14.94426250    -      16.4926351    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   7 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          802.30       |   0.03      |          802.293      |  0.006      |     310 | 8.9e+06      | C    |     16.3680948     -      17.913044     | 4d9.(2D<5/2>).6p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   7 - 7   |    |    T9142 |      L647c114  |
Ag II     |          809.63       |   0.20      |          809.517      |  0.005      |   220bl | 1.8e+07      | C    |     16.9650712     -      18.496233     | 4d9.(2D<3/2>).6p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   3 - 5   |    |    T9142 |      L647c114  |
Ag II     |          810.0253     |   0.0020    |          810.0289     |  0.0007     |     810 | 1.3e+07      | C    |     15.51369761    -      17.0438914    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   3 - 5   |    |    T9142 |    L17886c114  |
Ag II     |          822.4770     |   0.0016    |          822.4757     |  0.0005     |     270 | 1.7e+06      | D+   |     14.94426250    -      16.4512995    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 4       |   7 - 9   |    |    T9142 |    L17886c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          825.4777     |   0.0004    |          825.47772    |  0.00020    |    1500 | 1.4e+07      | C    |     14.99107881    -      16.4926351    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          826.2874     |   0.0014    |          826.2875     |  0.0005     |     950 | 4.3e+07      | C    |     15.51369761    -      17.0137823    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag I      |          827.3509     |   0.0010    |          827.34862    |  0.00007    |    1000 |              |      |      3.77812896    -       5.27628977   | 4d10.5p              | 2P*     | 3/2 | 4d10.6s              | 2S       | 1/2     |   4 - 2   |    |          |        L11755  |
Ag II     |          828.7284     |   0.0016    |          828.7277     |  0.0007     |    1100 | 3.0e+07      | C    |     15.54822375    -      17.0438914    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   5 - 5   |    |    T9142 |    L17886c114  |
Ag II     |          829.78       |   0.03      |          829.732      |  0.006      |    2100 | 3.4e+07      | C    |     16.4191862     -      17.913044     | 4d9.(2D<5/2>).6p     | 2[7/2]* | 4   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   9 - 7   |    |    T9142 |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          832.4708     |   0.0003    |          832.4707     |  0.0003     |    2100 | 4.7e+07      | C    |     14.99107881    -      16.4800217    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          836.24       |   0.21      |          836.116      |  0.006      |     260 |              |      |     17.0137823     -      18.496233     | 4d9.(2D<3/2>).6p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   3 - 5   |    |          |      L647c114  |
Ag II     |          837.9578     |   0.0004    |          837.9578     |  0.0004     |    2000 | 5.0e+07      | C    |     14.99107881    -      16.4702718    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          840.38338    |   0.00021   |          840.38336    |  0.00021    |    5000 | 4.7e+07      | C    |     14.94426250    -      16.4191862    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 4       |   7 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          843.15       |   0.21      |          843.120      |  0.006      |     270 | 2.4e+07      | C    |     17.0137823     -      18.483919     | 4d9.(2D<3/2>).6p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   3 - 3   |    |    T9142 |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          845.7546     |   0.0017    |          845.7536     |  0.0005     |     170 |              |      |     15.54822375    -      17.0137823    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L17886c114  |
Ag II     |          849.2643     |   0.0017    |          849.2661     |  0.0017     |    2600 | 4.3e+07      | C    |     15.54822375    -      17.007721     | 4d9.(2D<3/2>).6s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 3       |   5 - 7   |    |    T9142 |    L17886c114  |
Ag II     |          854.0184     |   0.0017    |          854.0196     |  0.0010     |     390 | 1.4e+06      | D+   |     15.51369761    -      16.9650712    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[1/2]*  | 1       |   3 - 3   |    |    T9142 |    L17886c114  |
Ag II     |          854.10       |   0.22      |          854.187      |  0.005      |     220 | 2.5e+07      | C    |     16.4800217     -      17.931111     | 4d9.(2D<5/2>).6p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |      L647c114  |
Ag I      |          864.570      |   0.010     |                       |             |     30w |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          870.485      |   0.010     |          870.47018    |  0.00015    |     10w |              |      |      5.27628977    -       6.70023465   | 4d10.6s              | 2S      | 1/2 | 4d10.7p              | 2P*      | 1/2     |   2 - 2   |    |          |         L3326  |
Ag II     |          870.5390     |   0.0017    |          870.5390     |  0.0011     |    1600 | 1.17e+07     | C    |     14.94426250    -      16.3680948    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   7 - 7   |    |    T9142 |    L17886c114  |
Ag II     |          872.59       |   0.23      |          872.637      |  0.007      |     260 | 1.8e+07      | C    |     16.4926351     -      17.913044     | 4d9.(2D<5/2>).6p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   7 - 7   |    |    T9142 |      L647c114  |
Ag II     |          874.8317     |   0.0018    |          874.8307     |  0.0011     |    2800 | 4.3e+07      | C    |     15.54822375    -      16.9650712    | 4d9.(2D<3/2>).6s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[1/2]*  | 1       |   5 - 3   |    |    T9142 |    L17886c114  |
