---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He I      |                            |          |             2150.039803    |  0.000003    |       | 6.1346e+04   | AAA  | [23.70790615]  -  [24.28456616] | 1s.4p  | 3P*  | 0     | 1s.7s  | 3S   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |             2158.6002015   |  0.0000007   |       | 4.6870e+04   | AAA  | [23.73633516]  -  [24.31070830] | 1s.4d  | 1D   | 2     | 1s.7p  | 1P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             2161.36765007  |  0.00000014  |       | 2.038e+04    | AA   | [23.73609031]  -  [24.30972802] | 1s.4d  | 3D   | 3     | 1s.7f  | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2161.36821135  |  0.00000014  |       | 1.562e+05    | AA   | [23.73609046]  -  [24.30972802] | 1s.4d  | 3D   | 2     | 1s.7f  | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             2161.36874086  |  0.00000014  |       | 3.2808e+03   | AAA  | [23.73609031]  -  [24.30972773] | 1s.4d  | 3D   | 3     | 1s.7f  | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             2161.36930214  |  0.00000014  |       | 1.1481e+05   | AAA  | [23.73609046]  -  [24.30972773] | 1s.4d  | 3D   | 2     | 1s.7f  | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             2161.36949133  |  0.00000014  |       | 7.3817e+05   | AAA  | [23.73609031]  -  [24.30972753] | 1s.4d  | 3D   | 3     | 1s.7f  | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             2161.36993303  |  0.00000014  |       | 6.1644e+04   | AAA  | [23.73609031]  -  [24.30972741] | 1s.4d  | 3D   | 3     | 1s.7f  | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2161.37049431  |  0.00000014  |       | 4.9996e+05   | AAA  | [23.73609046]  -  [24.30972741] | 1s.4d  | 3D   | 2     | 1s.7f  | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             2161.37795406  |  0.00000014  |       | 6.2007e+05   | AAA  | [23.73609276]  -  [24.30972773] | 1s.4d  | 3D   | 1     | 1s.7f  | 3F*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             2162.29057910  |  0.00000014  |       | 5.6085e+05   | AAA  | [23.73633516]  -  [24.30972802] | 1s.4d  | 1D   | 2     | 1s.7f  | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             2162.29167082  |  0.00000014  |       | 1.489e+01    | AA   | [23.73633516]  -  [24.30972773] | 1s.4d  | 1D   | 2     | 1s.7f  | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             2162.29286401  |  0.00000014  |       | 1.763e+05    | AA   | [23.73633516]  -  [24.30972741] | 1s.4d  | 1D   | 2     | 1s.7f  | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2164.73769229  |  0.00000003  |       | 6.364e+03    | AA   | [23.73700693]  -  [24.30975160] | 1s.4f  | 3F*  | 3     | 1s.7g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             2164.73798262  |  0.00000003  |       | 3.3014e+04   | AAA  | [23.73700693]  -  [24.30975152] | 1s.4f  | 3F*  | 3     | 1s.7g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             2164.73888510  |  0.00000003  |       | 6.1488e+05   | AAA  | [23.73700693]  -  [24.30975128] | 1s.4f  | 3F*  | 3     | 1s.7g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             2164.74103806  |  0.00000003  |       | 1.942e+04    | AA   | [23.73700782]  -  [24.30975160] | 1s.4f  | 3F*  | 4     | 1s.7g  | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             2164.74132839  |  0.00000003  |       | 8.2516e+02   | AAA  | [23.73700782]  -  [24.30975152] | 1s.4f  | 3F*  | 4     | 1s.7g  | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2164.74175848  |  0.00000003  |       | 6.4692e+05   | AAA  | [23.73700782]  -  [24.30975141] | 1s.4f  | 3F*  | 4     | 1s.7g  | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             2164.74223086  |  0.00000003  |       | 2.1016e+04   | AAA  | [23.73700782]  -  [24.30975128] | 1s.4f  | 3F*  | 4     | 1s.7g  | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             2164.74536705  |  0.00000003  |       | 5.9411e+05   | AAA  | [23.73700888]  -  [24.30975152] | 1s.4f  | 3F*  | 2     | 1s.7g  | 3G   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             2164.74871031  |  0.00000003  |       | 6.2114e+05   | AAA  | [23.73700985]  -  [24.30975160] | 1s.4f  | 1F*  | 3     | 1s.7g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             2164.74900064  |  0.00000003  |       | 1.897e+04    | AA   | [23.73700985]  -  [24.30975152] | 1s.4f  | 1F*  | 3     | 1s.7g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2164.74990312  |  0.00000003  |       | 1.103e+04    | AA   | [23.73700985]  -  [24.30975128] | 1s.4f  | 1F*  | 3     | 1s.7g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             2165.32028313  |  0.00000004  |       | 4.095e+03    | AA   | [23.73700693]  -  [24.30959750] | 1s.4f  | 3F*  | 3     | 1s.7d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             2165.33130708  |  0.00000004  |       | 7.3892e+03   | AAA  | [23.73700985]  -  [24.30959750] | 1s.4f  | 1F*  | 3     | 1s.7d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             2165.53379236  |  0.00000004  |       | 6.6361e+03   | AAA  | [23.73700693]  -  [24.30954105] | 1s.4f  | 3F*  | 3     | 1s.7d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             2165.53390538  |  0.00000004  |       | 5.8392e+02   | AAA  | [23.73700693]  -  [24.30954102] | 1s.4f  | 3F*  | 3     | 1s.7d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2165.53725361  |  0.00000004  |       | 1.0640e+04   | AAA  | [23.73700782]  -  [24.30954102] | 1s.4f  | 3F*  | 4     | 1s.7d  | 3D   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             2165.53956916  |  0.00000004  |       | 1.1585e+04   | AAA  | [23.73700888]  -  [24.30954147] | 1s.4f  | 3F*  | 2     | 1s.7d  | 3D   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             2165.54118222  |  0.00000004  |       | 1.2872e+03   | AAA  | [23.73700888]  -  [24.30954105] | 1s.4f  | 3F*  | 2     | 1s.7d  | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             2165.54129524  |  0.00000004  |       | 2.6271e+01   | AAA  | [23.73700888]  -  [24.30954102] | 1s.4f  | 3F*  | 2     | 1s.7d  | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             2165.54481849  |  0.00000004  |       | 3.662e+03    | AA   | [23.73700985]  -  [24.30954105] | 1s.4f  | 1F*  | 3     | 1s.7d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             2165.54493151  |  0.00000004  |       | 3.356e+02    | AA   | [23.73700985]  -  [24.30954102] | 1s.4f  | 1F*  | 3     | 1s.7d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             2182.0550433   |  0.0000007   |       | 9.1125e+04   | AAA  | [23.73609276]  -  [24.30429198] | 1s.4d  | 3D   | 1     | 1s.7p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |             2182.0556640   |  0.0000007   |       | 6.8335e+04   | AAA  | [23.73609046]  -  [24.30428952] | 1s.4d  | 3D   | 2     | 1s.7p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             2182.0558605   |  0.0000007   |       | 7.6545e+04   | AAA  | [23.73609031]  -  [24.30428932] | 1s.4d  | 3D   | 3     | 1s.7p  | 3P*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             2182.0564325   |  0.0000007   |       | 1.3667e+04   | AAA  | [23.73609046]  -  [24.30428932] | 1s.4d  | 3D   | 2     | 1s.7p  | 3P*  | 2     |   5 - 5   |    | T8636c73 |             |
