-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
Cu II     |          605.0917   |  0.0004   |          605.0916   |  0.0003   |        91 |             |      |     16.58016355  -      18.6286116  | 3d9.(2D<5/2>).6s     | 2[5/2]   | 2   | 3d8.(1D).4s.4p.(1P*) | 1D*      | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          607.1492   |  0.0004   |          607.14896  |  0.00022  |       130 |             |      |     16.9955294   -      19.0370363  | 3d8.(3F).4s.4p.(1P*) | 3G*      | 3   | 3d9.(2D<3/2>).6g     | 2[9/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          607.2217   |  0.0003   |          607.22167  |  0.00009  |      4200 |             |      |     14.5223112   -      16.56357367 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 2   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          608.03334  |  0.00019  |          608.03370  |  0.00007  |     11000 |             |      |      8.91695539  -      10.9554918  | 3d9.4p               | 3D*      | 3   | 3d8.4s2              | 3P       | 2       |   7 - 5   |    |             |                 L19804c168  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          608.3086   |  0.0004   |          608.30848  |  0.00022  |       130 | 6.9e+06     | D+   |     17.1596554   -      19.1972710  | 3d9.(2D<5/2>).6p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).8d     | 2[9/2]   | 4       |   7 - 9   |    |       T9697 |                   L869c171  |
Cu II     |          608.5021   |  0.0004   |          608.5021   |  0.0003   |        87 |             |      |     14.19758401  -      16.2345513  | 3d9.(2D<5/2>).4d     | 2[1/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 5D*      | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          609.7328   |  0.0003   |          609.73235  |  0.00011  |      4800 | 1.9e+07     | D+   |     15.21855798  -      17.2514153  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |       T9697 |                   L869c171  |
Cu II     |          609.9989   |  0.0003   |          609.99896  |  0.00007  |      3700 |             |      |     14.96299725  -      16.9949660  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu III    |          610.087    |  0.010    |                     |           |        30 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          610.5747   |  0.0003   |          610.57469  |  0.00008  |      3600 | 9.e+06      | D+   |     15.21855798  -      17.2486108  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |       T9697 |                   L869c171  |
Cu II     |          610.74055  |  0.00021  |          610.74083  |  0.00011  |      5100 | 3.3e+07     | D+   |     15.1538470   -      17.1833476  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 0   | 3d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   1 - 3   |    |       T9697 |                 L19804c168  |
Cu II     |          611.0872   |  0.0003   |          611.08706  |  0.00007  |      3700 |             |      |     14.96299725  -      16.99134796 | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).5d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          611.44926  |  0.00014  |          611.44911  |  0.00007  |     15000 | 3.4e+07     | D+   |     14.96299725  -      16.9901470  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).5d     | 2[7/2]   | 3       |   7 - 7   |    |       T9697 |                 L19804c168  |
Cu I      |          612.773    |  0.014    |          612.7958   |  0.0225   |        1h |             |      |      6.7923583   -       8.815053   | 3d10.6p              | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          615.03818  |  0.00009  |          615.03813  |  0.00006  |     16000 | 3.6e+07     | D+   |     14.97602748  -      16.99134796 | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).5d     | 2[7/2]   | 4       |   9 - 9   |    |       T9697 |                 L19804c168  |
Cu II     |          615.42215  |  0.00008  |          615.42211  |  0.00007  |     25000 | 1.0e+08     | D+   |     14.88955769  -      16.9036208  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |       T9697 |                 L19804c168  |
Cu II     |          615.7716   |  0.0004   |          615.77151  |  0.00011  |      4700 |             |      |     15.21855798  -      17.2314782  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          615.7956   |  0.0008   |          615.79650  |  0.00006  |       530 |             |      |     14.96299725  -      16.97583585 | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          616.0573   |  0.0004   |          616.05707  |  0.00015  |       320 |             |      |     14.61564135  -      16.6276286  | 3d9.(2D<3/2>).4d     | 2[7/2]   | 4   | 3d8.(3F).4s.4p.(1P*) | 3G*      | 5       |   9 - 11  |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          616.57     |  0.05     |          616.5782   |  0.0095   |        1h |             |      |      6.7923583   -       8.802645   | 3d10.6p              | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 4S       | 3/2     |   4 - 4   |    |             |                       L150  |
Cu XXVIII |                     |           |          617.1      |  1.0      |           |             |      | [10391.41]       -  [10393.42]      | 1s.4p                | 3P*      | 2   | 1s.4d                | 3D       | 2       |   5 - 5   |    |             |                     L11926  |
Cu II     |          617.2033   |  0.0003   |          617.20339  |  0.00008  |     16000 | 3.4e+07     | D+   |     14.98671559  -      16.9949660  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |       T9697 |                 L19804c168  |
Cu II     |          617.4296   |  0.0005   |          617.42920  |  0.00011  |       190 |             |      |     14.69012052  -      16.6976365  | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          618.68770  |  0.00014  |          618.68803  |  0.00008  |     18000 | 3.6e+07     | D+   |     14.98671559  -      16.9901470  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[7/2]   | 3       |   5 - 7   |    |       T9697 |                 L19804c168  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          618.86763  |  0.00011  |          618.86761  |  0.00007  |     12000 | 3.1e+07     | D+   |     14.99211602  -      16.9949660  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   3 - 5   |    |       T9697 |                 L19804c168  |
Cu II     |          618.9317   |  0.0004   |          618.93237  |  0.00011  |       760 |             |      |     15.21855798  -      17.2211985  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          619.2684   |  0.0004   |          619.26855  |  0.00012  |        76 |             |      |     14.69608321  -      16.6976365  | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          619.8091   |  0.0003   |          619.80890  |  0.00005  |      5000 | 9.e+06      | D+   |     14.97602748  -      16.97583585 | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   9 - 7   |    |       T9697 |                   L869c171  |
Cu II     |          619.9751   |  0.0003   |          619.97460  |  0.00012  |      1700 |             |      |     15.25214138  -      17.2514153  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          620.3715   |  0.0004   |          620.3712   |  0.0003   |        37 |             |      |     17.2022888   -      19.2002847  | 3d9.(2D<5/2>).6p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).8d     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          620.42569  |  0.00019  |          620.42577  |  0.00012  |     11000 | 4.9e+07     | D+   |     15.23365822  -      17.2314782  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   3 - 5   |    |       T9697 |                 L19804c168  |
Cu II     |          620.84527  |  0.00019  |          620.84549  |  0.00008  |      9900 | 2.9e+07     | D+   |     15.25214138  -      17.2486108  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |       T9697 |                 L19804c168  |
Cu II     |          620.8988   |  0.0004   |          620.89891  |  0.00015  |        75 |             |      |     14.61564135  -      16.6119390  | 3d9.(2D<3/2>).4d     | 2[7/2]   | 4   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 3       |   9 - 7   |    |             |                   L869c171  |
Cu II     |          621.4542   |  0.0004   |          621.4542   |  0.0004   |       150 |             |      |     17.2022888   -      19.1968027  | 3d9.(2D<5/2>).6p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).8d     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
